DISTRICT_CODE;NAME;DISTRICT;NUTS3;TOUR_REG;REGION;STATUS;POP_TOTAL;AREA
61710;Floing;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1202;1315,65
61711;Gasen;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;947;3391,97
61712;Gersdorf an der Feistritz;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1214;1901,73
61713;Gleisdorf;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;5766;475,4
61714;Gschaid bei Birkfeld;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;915;1500,89
61715;Gutenberg an der Raabklamm;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1256;1462,13
61716;Markt Hartmannsdorf;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2947;2920,44
61717;Haslau bei Birkfeld;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;443;1404,55
61718;Hirnsdorf;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;700;456,61
61719;Hofstätten an der Raab;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2045;1524,86
61720;Hohenau an der Raab;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1314;3775,11
61721;Ilztal;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1731;1599,09
61722;Koglhof;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1122;3040,44
61723;Krottendorf;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2376;1241,29
61724;Kulm bei Weiz;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;483;587,53
61725;Labuch;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;788;722,47
61726;Laßnitzthal;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1088;759,34
61727;Ludersdorf-Wilfersdorf;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2044;1281,12
61728;Miesenbach bei Birkfeld;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;742;1472,13
61729;Mitterdorf an der Raab;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2074;2102,44
61730;Mortantsch;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2011;1746,67
61731;Naas;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1389;2077,53
61732;Naintsch;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;614;2757,79
61733;Neudorf bei Passail;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;498;1274,52
61734;Nitscha;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1448;1408,17
61735;Oberrettenbach;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;465;1105,17
61736;Passail;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2004;1379,01
61737;Pischelsdorf in der Steiermark;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2500;1732,07
61739;Preßguts;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;398;648,63
61740;Puch bei Weiz;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2100;2475,94
61741;Ratten;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1185;2879,75
61742;Reichendorf;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;612;494,01
61743;Rettenegg;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;759;7852,61
61744;Sankt Kathrein am Hauenstein;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;678;1929,63
61745;Sankt Kathrein am Offenegg;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1149;4038,23
61746;Sankt Margarethen an der Raab;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3914;4301,5
61747;Sankt Ruprecht an der Raab;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2081;1178,71
61748;Sinabelkirchen;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;4044;3718,81
61749;Stenzengreith;Weiz;Oststeiermark;Region Graz;Oststeiermark;Gemeinde ohne Status;515;1317,73
61750;Strallegg;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2003;4223,06
61751;Thannhausen;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2356;3342,58
61752;Ungerdorf;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;852;501,78
61753;Unterfladnitz;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1500;1585,09
61754;Waisenegg;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1093;2605,66
61755;Weiz;Weiz;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;8928;507,26
62001;Amering;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1066;4872,51
62002;Apfelberg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1135;933,35
62003;Bretstein;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;309;9144,29
62004;Eppenstein;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1249;5759,05
62005;Feistritz bei Knittelfeld;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;773;989,13
62006;Flatschach;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;204;742,05
62007;Fohnsdorf;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;7900;5469,57
62008;Gaal;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1433;19746,51
62009;Großlobming;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1191;736,78
62010;Hohentauern;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;462;9264,45
62011;Judenburg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde;9319;1322,29
62012;Kleinlobming;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;655;4701,7
62013;Knittelfeld;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde;11552;451,72
62014;Kobenz;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;1840;1763,6
62015;Maria Buch-Feistritz;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;2290;2850,29
62016;Obdach;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;2103;4280,17
62017;Oberkurzheim;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;714;2916,45
62018;Oberweg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;577;3433,11
62019;Oberzeiring;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;860;3821,7
62020;Pöls;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;2432;3337,18
62021;Pusterwald;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;490;10528,98
62022;Rachau;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;607;10493,75
62023;Reifling;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;385;1621,56
62024;Reisstraße;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;174;6227,25
62025;Sankt Anna am Lavantegg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;417;4714,44
62026;Sankt Georgen ob Judenburg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;884;4433,37
62027;Sankt Johann am Tauern;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;489;8451,19
62028;Sankt Lorenzen bei Knittelfeld;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;796;3591,37
62029;Sankt Marein bei Knittelfeld;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1226;6071,58
62030;Sankt Margarethen bei Knittelfeld;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1334;737,85
62031;Sankt Oswald-Möderbrugg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1174;5604,47
62032;Sankt Peter ob Judenburg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;1111;5027,64
62033;Sankt Wolfgang-Kienberg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Gemeinde ohne Status;375;2044,03
62034;Seckau;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;1262;4623,57
62035;Spielberg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde;5125;2228,35
62036;Unzmarkt-Frauenburg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;1375;3645,35
62037;Weißkirchen in Steiermark;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;1316;127,1
62038;Zeltweg;Murtal;Westliche Obersteiermark;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde;7188;870,49
62101;Aflenz Kurort;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;1007;1609,22
62102;Aflenz Land;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1483;3897,09
62103;Allerheiligen im Mürztal;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1945;4709,92
62104;Altenberg an der Rax;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;334;5749,06
62105;Breitenau am Hochlantsch;Bruck-Mürzzuschlag;Östliche Obersteiermark;Thermenland Steiermark - Oststeiermark;Obersteiermark Ost;Marktgemeinde;1806;6240,1
62106;Bruck an der Mur;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde;12551;3831,84
62107;Etmißl;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;519;2763,03
62108;Frauenberg;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;158;2058,54
62109;Ganz;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;347;3209,8
62110;Gußwerk;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1286;28529,59
62111;Halltal;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;333;7444,61
62112;Kapellen;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;598;4486,81
62113;Kapfenberg;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde;21710;6119,86
62114;Kindberg;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde;5465;4149,67
62115;Krieglach;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;5171;9373,98
62116;Langenwang;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;3999;7592,62
62117;Mariazell;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde;1500;643,33
62118;Mitterdorf im Mürztal;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;2417;1115,51
62119;Mürzhofen;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;946;192,75
62120;Mürzsteg;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;631;10817,02
62121;Mürzzuschlag;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde;8663;1921,38
62122;Neuberg an der Mürz;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;1306;6407,3
62123;Oberaich;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;3126;4692,3
62124;Parschlug;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1740;2079,6
62125;Pernegg an der Mur;Bruck-Mürzzuschlag;Östliche Obersteiermark;Region Graz;Obersteiermark Ost;Gemeinde ohne Status;2392;8600,54
62126;Sankt Ilgen;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;275;7349,85
62127;Sankt Katharein an der Laming;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;994;4367,19
62128;Sankt Lorenzen im Mürztal;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;3502;3804,69
62129;Sankt Marein im Mürztal;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;2527;887,45
62130;Sankt Sebastian;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1018;4731,79
62131;Spital am Semmering;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1624;7314,7
62132;Stanz im Mürztal;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1922;7673,37
62133;Thörl;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;1657;6532,66
62134;Tragöß;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;1005;11021,32
62135;Turnau;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;1566;13428,41
62136;Veitsch;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;2499;7757,61
62137;Wartberg im Mürztal;Bruck-Mürzzuschlag;Östliche Obersteiermark;Hochsteiermark;Obersteiermark Ost;Gemeinde ohne Status;2089;2375,86
62201;Altenmarkt bei Fürstenfeld;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1153;2007,66
62202;Bad Blumau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1619;3735,89
62203;Bad Waltersdorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2185;3196,79
62204;Blaindorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;665;1056,02
62205;Buch-St. Magdalena;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2162;2640,51
62206;Burgau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;993;1999,2
62207;Dechantskirchen;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1614;2414,89
62208;Dienersdorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;703;708,84
62209;Ebersdorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1229;1726,29
62210;Eichberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1215;1864,56
62211;Friedberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;2574;2587,27
62212;Fürstenfeld;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;5984;1517,5
62213;Grafendorf bei Hartberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2531;2522,48
62214;Greinbach;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1774;2337,71
62215;Großhart;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;629;1064,78
62216;Großsteinbach;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1325;2124,82
62217;Großwilfersdorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1388;2106,54
62218;Hainersdorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;661;1735,47
62219;Hartberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;6540;2157,87
62220;Hartberg Umgebung;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2148;3042,98
62221;Hartl;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;820;1474,08
62222;Hofkirchen bei Hartberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;628;666,19
62223;Ilz;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2565;2486,26
62224;Kaibing;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;375;280,56
62225;Kaindorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;1470;1425,6
62226;Lafnitz;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1387;1560,85
62227;Limbach bei Neudau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;331;769,35
62228;Loipersdorf bei Fürstenfeld;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1389;1771,77
62229;Mönichwald;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;897;3528,82
62230;Nestelbach im Ilztal;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1107;1444,04
62231;Neudau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;1212;1016,79
62232;Ottendorf an der Rittschein;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1502;1427,37
62233;Pinggau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3083;5908,94
62234;Pöllau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2067;466,21
62235;Pöllauberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2094;3395,3
62236;Puchegg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;556;1371,87
62237;Rabenwald;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;616;1694,49
62238;Riegersberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;990;2473,1
62239;Rohr bei Hartberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1091;1682,65
62240;Rohrbach an der Lafnitz;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1065;207,13
62241;Saifen-Boden;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1048;1894,71
62242;Sankt Jakob im Walde;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1066;3029,6
62243;Sankt Johann bei Herberstein;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;371;282,11
62244;Sankt Johann in der Haide;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1993;2356,01
62245;Sankt Lorenzen am Wechsel;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1570;4853,93
62246;Schachen bei Vorau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1190;1917,57
62247;Schäffern;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1456;3236,54
62248;Schlag bei Thalberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;932;1079,18
62249;Schönegg bei Pöllau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1383;2690,47
62250;Sebersdorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1409;1613,84
62251;Siegersdorf bei Herberstein;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;290;494,71
62252;Söchau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1436;1818,66
62253;Sonnhofen;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1037;2141,48
62254;Stambach;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;635;2047,76
62255;Stein;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;484;729,13
62256;Stubenberg;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;2321;3264,48
62257;Tiefenbach bei Kaindorf;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;692;843,31
62258;Übersbach;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1159;1516,39
62259;Vorau;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;1356;477,45
62260;Vornholz;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;719;1887,03
62261;Waldbach;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;710;1868,01
62262;Wenigzell;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;1426;3568,27
62263;Wörth an der Lafnitz;Hartberg-Fürstenfeld;Oststeiermark;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde ohne Status;362;1092,15
62301;Auersbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;880;1269,56
